order_id,order_date,product,category,quantity,unit_price,total_amount,region,status,customer_id
ORD-00789,2025-03-18,Rug,Home,5,104.06,520.3,West,Pending,CUST-0467
ORD-00790,2024-10-07,Hat,Clothing,2,87.81,175.61,East,Completed,CUST-0358
ORD-00791,2025-05-31,Dress,Clothing,1,155.94,155.94,East,Pending,CUST-0231
ORD-00792,2025-01-25,Jacket,Clothing,4,23.26,93.03,East,Pending,CUST-0439
ORD-00793,2025-05-11,Dress,Clothing,4,61.36,245.45,West,Completed,CUST-0043
ORD-00794,2024-01-19,Hat,Clothing,2,40.95,81.89,North,Completed,CUST-0151
ORD-00795,2024-06-06,Smartwatch,Electronics,3,1125.1,3375.29,West,Completed,CUST-0092
ORD-00796,2024-04-15,Hat,Clothing,5,139.88,699.42,West,Completed,CUST-0228
ORD-00797,2024-09-01,Smartwatch,Electronics,3,56.77,170.3,South,Completed,CUST-0009
ORD-00798,2024-04-08,Bike,Sports,2,204.0,407.99,South,Completed,CUST-0023
ORD-00799,2025-02-08,Mat,Sports,2,64.97,129.94,West,Completed,CUST-0119
ORD-00800,2024-08-05,T-Shirt,Clothing,4,47.12,188.48,West,Completed,CUST-0034
ORD-00801,2025-05-26,Vase,Home,5,445.02,2225.1,North,Cancelled,CUST-0406
ORD-00802,2024-12-06,Jacket,Clothing,2,125.98,251.95,South,Completed,CUST-0436
ORD-00803,2025-05-30,Bike,Sports,2,120.89,241.78,North,Completed,CUST-0011
ORD-00804,2025-01-18,Tablet,Electronics,2,392.77,785.55,West,Completed,CUST-0104
ORD-00805,2024-12-02,Dress,Clothing,4,22.01,88.05,South,Completed,CUST-0163
ORD-00806,2024-12-05,Smartwatch,Electronics,2,1198.08,2396.16,East,Completed,CUST-0106
ORD-00807,2025-06-17,Camera,Electronics,4,1483.15,5932.58,East,Completed,CUST-0227
ORD-00808,2024-07-28,Laptop,Electronics,2,1311.31,2622.61,South,Completed,CUST-0089
ORD-00809,2024-09-07,Jeans,Clothing,2,93.85,187.71,West,Completed,CUST-0311
ORD-00810,2024-03-22,Jacket,Clothing,4,97.93,391.72,East,Pending,CUST-0194
ORD-00811,2024-01-21,Dress,Clothing,4,108.48,433.92,West,Pending,CUST-0438
ORD-00812,2024-11-09,Tablet,Electronics,4,913.02,3652.06,West,Completed,CUST-0193
ORD-00813,2024-01-14,Bike,Sports,1,275.68,275.68,East,Pending,CUST-0208
ORD-00814,2024-03-13,Gloves,Sports,5,195.9,979.52,West,Completed,CUST-0472
ORD-00815,2025-06-05,Headphones,Electronics,3,1401.59,4204.76,West,Completed,CUST-0357
ORD-00816,2024-01-29,Camera,Electronics,3,608.73,1826.2,South,Completed,CUST-0310
ORD-00817,2024-01-13,Weights,Sports,2,202.16,404.31,North,Completed,CUST-0330
ORD-00818,2024-06-18,Gloves,Sports,4,273.89,1095.54,West,Completed,CUST-0355
ORD-00819,2024-04-01,Pillow,Home,4,203.74,814.95,North,Cancelled,CUST-0398
ORD-00820,2024-06-21,Chair,Home,1,379.18,379.18,West,Completed,CUST-0050
ORD-00821,2025-01-18,Camera,Electronics,2,655.87,1311.73,South,Completed,CUST-0102
ORD-00822,2024-03-01,Racket,Sports,2,71.65,143.29,South,Completed,CUST-0133
ORD-00823,2024-03-28,Gloves,Sports,3,58.18,174.53,West,Completed,CUST-0142
ORD-00824,2024-03-03,Tablet,Electronics,1,93.02,93.02,East,Completed,CUST-0341
ORD-00825,2025-05-12,Laptop,Electronics,3,356.05,1068.15,West,Completed,CUST-0310
ORD-00826,2025-02-12,Ball,Sports,3,246.89,740.66,West,Cancelled,CUST-0030
ORD-00827,2024-01-27,Table,Home,2,437.86,875.72,North,Cancelled,CUST-0144
ORD-00828,2024-01-04,Jacket,Clothing,2,141.94,283.89,East,Completed,CUST-0325
ORD-00829,2025-02-13,Lamp,Home,4,345.41,1381.62,North,Completed,CUST-0220
ORD-00830,2024-05-26,Weights,Sports,2,95.22,190.44,North,Completed,CUST-0255
ORD-00831,2024-04-28,Tablet,Electronics,4,1256.91,5027.65,West,Cancelled,CUST-0124
ORD-00832,2024-06-13,Jeans,Clothing,1,189.68,189.68,East,Pending,CUST-0393
ORD-00833,2025-05-18,Chair,Home,2,476.72,953.44,North,Completed,CUST-0447
ORD-00834,2025-03-23,Shoes,Clothing,4,126.13,504.5,South,Completed,CUST-0133
ORD-00835,2025-01-11,Tablet,Electronics,1,177.14,177.14,South,Completed,CUST-0489
ORD-00836,2025-03-09,Mat,Sports,4,65.06,260.23,East,Completed,CUST-0409
ORD-00837,2024-11-19,Shoes,Clothing,4,124.29,497.17,South,Completed,CUST-0429
ORD-00838,2024-11-23,Dress,Clothing,1,42.27,42.27,East,Cancelled,CUST-0353
ORD-00839,2024-10-25,Tablet,Electronics,4,1495.43,5981.72,West,Completed,CUST-0415
ORD-00840,2024-07-02,Chair,Home,1,371.68,371.68,West,Pending,CUST-0154
ORD-00841,2025-02-04,T-Shirt,Clothing,4,77.42,309.68,North,Cancelled,CUST-0373
ORD-00842,2024-11-27,Table,Home,2,431.0,862.0,North,Completed,CUST-0235
ORD-00843,2024-07-19,Shoes,Clothing,2,143.75,287.5,North,Completed,CUST-0372
ORD-00844,2024-02-27,Camera,Electronics,2,1188.97,2377.95,North,Completed,CUST-0499
ORD-00845,2024-06-01,Racket,Sports,4,108.16,432.64,West,Completed,CUST-0018
ORD-00846,2024-04-01,Phone,Electronics,4,625.13,2500.54,West,Pending,CUST-0141
ORD-00847,2024-08-18,Ball,Sports,5,196.01,980.04,North,Cancelled,CUST-0294
ORD-00848,2024-11-01,Ball,Sports,4,121.35,485.39,South,Completed,CUST-0167
ORD-00849,2025-02-07,Camera,Electronics,1,1367.88,1367.88,West,Completed,CUST-0266
ORD-00850,2024-01-06,Phone,Electronics,2,1450.24,2900.48,West,Completed,CUST-0063
ORD-00851,2024-03-27,Phone,Electronics,1,883.87,883.87,North,Cancelled,CUST-0153
ORD-00852,2025-06-15,Pillow,Home,1,335.92,335.92,East,Cancelled,CUST-0228
ORD-00853,2025-06-06,Shoes,Clothing,5,72.89,364.47,South,Completed,CUST-0340
ORD-00854,2024-08-09,Phone,Electronics,2,103.26,206.53,East,Completed,CUST-0066
ORD-00855,2024-03-26,Bike,Sports,4,57.36,229.45,East,Pending,CUST-0482
ORD-00856,2025-01-16,Shoes,Clothing,2,131.47,262.94,South,Pending,CUST-0421
ORD-00857,2024-10-03,Jacket,Clothing,1,95.22,95.22,North,Cancelled,CUST-0057
ORD-00858,2024-08-19,Bike,Sports,2,235.64,471.28,East,Completed,CUST-0051
ORD-00859,2025-05-16,Racket,Sports,3,60.96,182.89,North,Cancelled,CUST-0179
ORD-00860,2024-07-04,Pillow,Home,4,43.02,172.09,East,Cancelled,CUST-0283
ORD-00861,2024-05-26,Gloves,Sports,2,216.83,433.67,West,Cancelled,CUST-0377
ORD-00862,2025-03-04,Lamp,Home,5,197.67,988.36,West,Completed,CUST-0225
ORD-00863,2024-11-08,Rug,Home,2,225.33,450.65,North,Completed,CUST-0209
ORD-00864,2024-02-28,Lamp,Home,5,135.22,676.09,North,Completed,CUST-0284
ORD-00865,2025-05-24,Bike,Sports,4,221.93,887.72,North,Pending,CUST-0008
ORD-00866,2024-02-13,Hat,Clothing,5,93.62,468.11,West,Completed,CUST-0346
ORD-00867,2025-05-22,Jeans,Clothing,4,170.29,681.16,West,Completed,CUST-0192
ORD-00868,2024-10-24,Tablet,Electronics,1,1375.37,1375.37,East,Pending,CUST-0151
ORD-00869,2024-02-06,Chair,Home,5,208.94,1044.69,West,Cancelled,CUST-0435
ORD-00870,2024-12-24,Bike,Sports,1,112.63,112.63,South,Pending,CUST-0182
ORD-00871,2024-05-06,Laptop,Electronics,4,674.67,2698.66,West,Completed,CUST-0080
ORD-00872,2024-10-02,Chair,Home,5,194.96,974.79,North,Pending,CUST-0337
ORD-00873,2024-04-23,Racket,Sports,2,266.24,532.47,South,Completed,CUST-0021
ORD-00874,2024-09-29,Dress,Clothing,4,76.27,305.1,North,Pending,CUST-0251
ORD-00875,2025-02-02,Weights,Sports,5,265.71,1328.56,South,Completed,CUST-0491
ORD-00876,2024-12-16,Laptop,Electronics,1,232.88,232.88,West,Cancelled,CUST-0378
ORD-00877,2024-06-05,Headphones,Electronics,5,746.28,3731.4,South,Completed,CUST-0144
ORD-00878,2025-05-29,Tablet,Electronics,1,1491.67,1491.67,South,Completed,CUST-0438
ORD-00879,2025-03-12,Jeans,Clothing,2,89.24,178.47,North,Cancelled,CUST-0103
ORD-00880,2024-12-10,Laptop,Electronics,2,601.51,1203.02,West,Pending,CUST-0032
ORD-00881,2024-09-09,Weights,Sports,4,283.47,1133.88,East,Completed,CUST-0094
ORD-00882,2024-04-13,Laptop,Electronics,5,125.59,627.95,West,Completed,CUST-0130
ORD-00883,2024-12-05,Ball,Sports,2,208.06,416.12,East,Completed,CUST-0381
ORD-00884,2024-05-03,Chair,Home,2,204.34,408.69,North,Cancelled,CUST-0496
ORD-00885,2024-11-04,Jeans,Clothing,3,186.22,558.65,West,Completed,CUST-0274
ORD-00886,2024-12-21,T-Shirt,Clothing,5,92.37,461.85,East,Pending,CUST-0323
ORD-00887,2024-06-19,Headphones,Electronics,1,148.18,148.18,East,Completed,CUST-0149
ORD-00888,2025-06-29,Smartwatch,Electronics,4,138.15,552.6,North,Completed,CUST-0225
ORD-00889,2024-08-11,Mat,Sports,2,63.38,126.76,North,Cancelled,CUST-0234
ORD-00890,2024-02-16,Table,Home,2,148.89,297.77,South,Completed,CUST-0021
ORD-00891,2024-08-03,Jacket,Clothing,2,65.03,130.06,North,Completed,CUST-0333
ORD-00892,2024-09-27,Vase,Home,5,59.96,299.79,South,Pending,CUST-0460
ORD-00893,2024-06-29,Table,Home,3,25.0,74.99,East,Completed,CUST-0276
ORD-00894,2024-07-30,Camera,Electronics,5,1131.37,5656.83,West,Completed,CUST-0167
ORD-00895,2025-03-20,Chair,Home,2,381.39,762.78,East,Completed,CUST-0462
ORD-00896,2025-05-17,Bike,Sports,5,61.07,305.36,South,Completed,CUST-0011
ORD-00897,2024-03-14,Chair,Home,2,349.94,699.87,West,Completed,CUST-0233
ORD-00898,2025-01-21,Bike,Sports,1,13.42,13.42,West,Completed,CUST-0057
ORD-00899,2024-01-14,Camera,Electronics,5,1405.28,7026.41,North,Completed,CUST-0278
ORD-00900,2024-11-10,Vase,Home,2,384.64,769.28,East,Pending,CUST-0080
ORD-00901,2024-04-15,T-Shirt,Clothing,1,64.48,64.48,East,Completed,CUST-0262
ORD-00902,2024-10-20,Racket,Sports,3,121.76,365.28,South,Pending,CUST-0352
ORD-00903,2024-03-19,Headphones,Electronics,3,295.86,887.58,East,Completed,CUST-0185
ORD-00904,2024-06-02,Laptop,Electronics,4,926.53,3706.14,East,Cancelled,CUST-0419
ORD-00905,2024-03-19,Table,Home,3,259.64,778.92,North,Completed,CUST-0399
ORD-00906,2024-04-25,Jacket,Clothing,1,97.64,97.64,West,Completed,CUST-0075
ORD-00907,2025-05-07,Tablet,Electronics,4,1492.42,5969.68,West,Cancelled,CUST-0407
ORD-00908,2025-05-19,Chair,Home,4,138.04,552.14,South,Pending,CUST-0043
ORD-00909,2025-01-05,Mat,Sports,2,213.9,427.79,North,Completed,CUST-0436
ORD-00910,2025-01-04,Tablet,Electronics,3,859.64,2578.93,South,Completed,CUST-0236
ORD-00911,2024-05-21,Shoes,Clothing,1,183.9,183.9,North,Completed,CUST-0194
ORD-00912,2025-05-03,Camera,Electronics,1,1449.12,1449.12,South,Completed,CUST-0076
ORD-00913,2024-07-05,Chair,Home,2,293.21,586.42,West,Completed,CUST-0384
ORD-00914,2024-04-23,Rug,Home,3,395.07,1185.21,South,Completed,CUST-0452
ORD-00915,2024-09-21,Smartwatch,Electronics,4,1139.14,4556.57,East,Completed,CUST-0217
ORD-00916,2025-02-14,Jacket,Clothing,2,111.48,222.96,North,Completed,CUST-0201
ORD-00917,2024-11-16,Hat,Clothing,4,126.94,507.76,West,Pending,CUST-0085
ORD-00918,2024-12-09,Tablet,Electronics,5,987.64,4938.19,North,Completed,CUST-0145
ORD-00919,2024-07-25,Shoes,Clothing,2,54.2,108.41,North,Completed,CUST-0138
ORD-00920,2024-04-05,Smartwatch,Electronics,3,868.96,2606.87,East,Completed,CUST-0183
ORD-00921,2024-04-09,Rug,Home,2,207.51,415.02,East,Pending,CUST-0460
ORD-00922,2024-02-08,Smartwatch,Electronics,5,1220.87,6104.33,East,Completed,CUST-0078
ORD-00923,2024-06-13,Bike,Sports,2,266.48,532.95,East,Pending,CUST-0403
ORD-00924,2024-09-01,Jacket,Clothing,4,130.34,521.37,South,Cancelled,CUST-0311
ORD-00925,2024-03-30,Phone,Electronics,3,872.01,2616.02,West,Completed,CUST-0233
ORD-00926,2024-03-13,Chair,Home,1,154.46,154.46,South,Pending,CUST-0133
ORD-00927,2025-05-14,Ball,Sports,5,282.55,1412.75,North,Completed,CUST-0440
ORD-00928,2024-11-17,Rug,Home,5,346.68,1733.4,East,Completed,CUST-0350
ORD-00929,2024-09-07,Mat,Sports,1,22.38,22.38,North,Completed,CUST-0437
ORD-00930,2024-04-05,Tablet,Electronics,4,594.94,2379.77,East,Pending,CUST-0240
ORD-00931,2024-07-23,Bike,Sports,4,277.52,1110.09,West,Completed,CUST-0034
ORD-00932,2025-04-10,Table,Home,3,357.1,1071.3,North,Cancelled,CUST-0080
ORD-00933,2024-03-04,Racket,Sports,4,184.31,737.25,East,Pending,CUST-0243
ORD-00934,2024-06-29,T-Shirt,Clothing,3,19.24,57.73,North,Completed,CUST-0036
ORD-00935,2024-09-22,Rug,Home,2,236.68,473.36,South,Completed,CUST-0048
ORD-00936,2025-05-01,Ball,Sports,4,283.16,1132.65,South,Pending,CUST-0182
ORD-00937,2024-05-28,Bike,Sports,5,219.59,1097.95,East,Completed,CUST-0008
ORD-00938,2024-09-26,Dress,Clothing,4,107.4,429.59,North,Pending,CUST-0483
ORD-00939,2025-03-06,Hat,Clothing,2,194.35,388.7,South,Cancelled,CUST-0194
ORD-00940,2025-01-07,Jacket,Clothing,3,50.36,151.09,North,Completed,CUST-0460
ORD-00941,2025-02-24,Pillow,Home,4,259.58,1038.33,East,Completed,CUST-0425
ORD-00942,2024-06-30,Mat,Sports,3,143.06,429.18,South,Cancelled,CUST-0224
ORD-00943,2024-04-11,Ball,Sports,5,92.14,460.71,North,Completed,CUST-0046
ORD-00944,2024-04-12,Smartwatch,Electronics,5,1402.12,7010.6,West,Cancelled,CUST-0298
ORD-00945,2024-04-27,Camera,Electronics,4,470.36,1881.45,South,Pending,CUST-0487
ORD-00946,2024-01-08,Tablet,Electronics,4,1453.04,5812.17,East,Completed,CUST-0260
ORD-00947,2024-09-04,Table,Home,4,422.47,1689.89,North,Pending,CUST-0017
ORD-00948,2024-11-21,Laptop,Electronics,5,272.39,1361.97,East,Completed,CUST-0492
ORD-00949,2025-03-15,Racket,Sports,1,124.06,124.06,South,Pending,CUST-0373
ORD-00950,2025-05-31,Dress,Clothing,2,110.7,221.39,North,Cancelled,CUST-0402
ORD-00951,2024-04-05,Weights,Sports,1,103.5,103.5,North,Pending,CUST-0006
ORD-00952,2024-05-13,T-Shirt,Clothing,1,115.58,115.58,West,Completed,CUST-0096
ORD-00953,2024-09-23,Hat,Clothing,4,69.93,279.72,North,Completed,CUST-0043
ORD-00954,2024-05-05,Hat,Clothing,5,197.19,985.94,North,Completed,CUST-0145
ORD-00955,2024-04-13,Chair,Home,4,193.47,773.88,West,Completed,CUST-0212
ORD-00956,2025-04-06,Headphones,Electronics,3,1440.86,4322.59,South,Completed,CUST-0153
ORD-00957,2024-12-21,Phone,Electronics,3,1006.52,3019.55,West,Cancelled,CUST-0308
ORD-00958,2024-01-24,Phone,Electronics,5,806.54,4032.68,South,Completed,CUST-0444
ORD-00959,2024-10-01,Lamp,Home,2,86.51,173.02,East,Pending,CUST-0103
ORD-00960,2025-06-08,Tablet,Electronics,4,1076.72,4306.88,West,Completed,CUST-0129
ORD-00961,2024-11-15,Jeans,Clothing,5,179.15,895.77,South,Completed,CUST-0489
ORD-00962,2024-04-20,Gloves,Sports,5,246.61,1233.04,West,Pending,CUST-0103
ORD-00963,2024-09-16,Table,Home,5,235.71,1178.57,West,Completed,CUST-0310
ORD-00964,2024-09-08,Rug,Home,3,174.89,524.66,North,Completed,CUST-0337
ORD-00965,2024-08-06,Table,Home,3,24.62,73.87,West,Cancelled,CUST-0408
ORD-00966,2024-10-11,Chair,Home,1,308.86,308.86,North,Cancelled,CUST-0458
ORD-00967,2025-05-25,Weights,Sports,4,67.17,268.66,North,Completed,CUST-0216
ORD-00968,2024-10-18,Laptop,Electronics,1,706.54,706.54,North,Cancelled,CUST-0003
ORD-00969,2024-02-10,Ball,Sports,5,164.71,823.53,East,Completed,CUST-0036
ORD-00970,2025-02-13,Bike,Sports,3,101.99,305.96,North,Cancelled,CUST-0397
ORD-00971,2025-01-17,Rug,Home,1,354.3,354.3,North,Completed,CUST-0115
ORD-00972,2024-06-23,Laptop,Electronics,2,251.16,502.33,North,Completed,CUST-0371
ORD-00973,2024-04-23,Pillow,Home,1,436.65,436.65,North,Completed,CUST-0039
ORD-00974,2025-04-16,Table,Home,2,202.19,404.37,North,Completed,CUST-0164
ORD-00975,2025-06-18,Shoes,Clothing,1,193.68,193.68,South,Cancelled,CUST-0245
ORD-00976,2024-03-25,Ball,Sports,3,86.51,259.52,East,Cancelled,CUST-0428
ORD-00977,2024-03-02,Hat,Clothing,4,173.33,693.34,South,Completed,CUST-0344
ORD-00978,2025-06-24,Dress,Clothing,5,49.76,248.82,East,Completed,CUST-0363
ORD-00979,2025-01-29,Weights,Sports,3,73.45,220.34,West,Cancelled,CUST-0263
ORD-00980,2024-04-14,Dress,Clothing,5,66.4,332.0,South,Pending,CUST-0449
ORD-00981,2025-06-27,Camera,Electronics,4,209.79,839.16,West,Completed,CUST-0136
ORD-00982,2024-12-07,Smartwatch,Electronics,5,171.9,859.48,North,Pending,CUST-0140
ORD-00983,2025-02-16,Lamp,Home,2,465.45,930.9,South,Cancelled,CUST-0142
ORD-00984,2024-04-27,Mat,Sports,2,288.1,576.2,North,Completed,CUST-0295
ORD-00985,2025-02-05,Chair,Home,4,128.7,514.81,West,Completed,CUST-0113
ORD-00986,2024-10-21,Rug,Home,5,186.86,934.32,North,Completed,CUST-0095
ORD-00987,2024-06-19,Weights,Sports,1,101.38,101.38,South,Completed,CUST-0461
ORD-00988,2024-03-19,Racket,Sports,3,16.04,48.12,South,Completed,CUST-0305
ORD-00989,2024-10-24,Rug,Home,1,138.81,138.81,South,Cancelled,CUST-0258
ORD-00990,2024-12-25,Jeans,Clothing,4,33.5,133.99,East,Pending,CUST-0130
ORD-00991,2025-05-10,Rug,Home,5,360.88,1804.38,North,Completed,CUST-0352
ORD-00992,2024-02-01,Phone,Electronics,4,1469.02,5876.1,South,Cancelled,CUST-0380
ORD-00993,2024-10-07,Ball,Sports,1,119.56,119.56,West,Cancelled,CUST-0090
ORD-00994,2024-11-12,Vase,Home,3,302.79,908.37,South,Completed,CUST-0297
ORD-00995,2024-10-22,Pillow,Home,3,292.0,875.99,North,Completed,CUST-0256
ORD-00996,2024-11-06,Dress,Clothing,2,111.79,223.58,West,Completed,CUST-0034
ORD-00997,2024-11-09,Lamp,Home,4,416.23,1664.9,North,Pending,CUST-0181
ORD-00998,2024-06-07,Laptop,Electronics,5,414.58,2072.89,North,Completed,CUST-0074
ORD-00999,2024-09-11,Dress,Clothing,3,29.93,89.8,West,Pending,CUST-0205
ORD-01000,2024-05-22,Tablet,Electronics,3,1384.28,4152.84,South,Completed,CUST-0070
ORD-01001,2024-07-06,Mat,Sports,4,278.86,1115.46,West,Pending,CUST-0050
ORD-01002,2024-12-28,Shoes,Clothing,4,72.95,291.81,West,Pending,CUST-0216
ORD-01003,2024-11-05,Gloves,Sports,2,132.07,264.13,South,Cancelled,CUST-0263
ORD-01004,2024-05-08,Chair,Home,4,441.35,1765.39,West,Completed,CUST-0237
ORD-01005,2024-04-09,Bike,Sports,5,41.04,205.22,East,Cancelled,CUST-0247
ORD-01006,2025-06-12,Lamp,Home,2,265.19,530.39,South,Cancelled,CUST-0380
ORD-01007,2024-01-07,Racket,Sports,3,97.26,291.78,West,Cancelled,CUST-0353
ORD-01008,2024-07-28,T-Shirt,Clothing,2,43.31,86.62,North,Pending,CUST-0013
ORD-01009,2024-09-23,Gloves,Sports,2,294.98,589.96,West,Cancelled,CUST-0064
ORD-01010,2025-06-07,Racket,Sports,2,200.66,401.33,South,Pending,CUST-0246
ORD-01011,2025-01-30,Table,Home,4,256.62,1026.49,North,Pending,CUST-0214
ORD-01012,2024-02-04,Racket,Sports,3,13.2,39.59,West,Completed,CUST-0465
ORD-01013,2025-05-27,Chair,Home,3,152.91,458.74,South,Completed,CUST-0463
ORD-01014,2025-04-15,Mat,Sports,3,218.57,655.71,South,Completed,CUST-0402
ORD-01015,2024-07-03,Rug,Home,5,252.2,1260.99,East,Completed,CUST-0358
ORD-01016,2024-01-31,Pillow,Home,1,316.39,316.39,South,Completed,CUST-0050
ORD-01017,2024-04-17,Headphones,Electronics,2,1404.64,2809.28,South,Pending,CUST-0387
ORD-01018,2025-01-18,Bike,Sports,4,227.48,909.92,North,Completed,CUST-0165
ORD-01019,2024-09-15,Camera,Electronics,2,701.79,1403.58,West,Pending,CUST-0348
ORD-01020,2024-03-29,Chair,Home,2,410.64,821.28,North,Completed,CUST-0105
ORD-01021,2024-12-14,Phone,Electronics,1,1345.27,1345.27,South,Cancelled,CUST-0255
ORD-01022,2024-05-21,Jeans,Clothing,5,102.64,513.2,North,Pending,CUST-0219
ORD-01023,2024-08-24,Bike,Sports,4,39.26,157.06,North,Cancelled,CUST-0277
ORD-01024,2024-03-10,Lamp,Home,3,462.69,1388.07,South,Completed,CUST-0039
ORD-01025,2025-04-27,Shoes,Clothing,1,107.51,107.51,East,Completed,CUST-0017
ORD-01026,2024-12-03,Rug,Home,5,387.07,1935.37,North,Completed,CUST-0253
ORD-01027,2025-03-02,Smartwatch,Electronics,1,1361.27,1361.27,North,Cancelled,CUST-0246
ORD-01028,2025-03-17,Jacket,Clothing,3,34.25,102.75,West,Completed,CUST-0401
ORD-01029,2025-01-23,T-Shirt,Clothing,5,19.88,99.38,North,Cancelled,CUST-0247
ORD-01030,2024-04-28,Headphones,Electronics,2,1160.24,2320.48,West,Completed,CUST-0460
ORD-01031,2024-01-11,Table,Home,5,47.8,239.01,South,Pending,CUST-0383
ORD-01032,2024-07-03,Laptop,Electronics,4,1316.22,5264.88,East,Completed,CUST-0161
ORD-01033,2024-05-05,Pillow,Home,4,160.36,641.43,North,Completed,CUST-0129
ORD-01034,2024-11-05,Dress,Clothing,4,165.48,661.93,East,Cancelled,CUST-0150
ORD-01035,2025-02-24,Shoes,Clothing,3,73.99,221.97,West,Completed,CUST-0041
ORD-01036,2025-01-16,Jeans,Clothing,1,111.38,111.38,South,Completed,CUST-0121
ORD-01037,2024-10-11,Weights,Sports,3,252.53,757.6,West,Completed,CUST-0424
ORD-01038,2025-03-30,Laptop,Electronics,4,454.68,1818.74,North,Completed,CUST-0106
ORD-01039,2024-01-27,Racket,Sports,3,19.08,57.24,East,Completed,CUST-0415
ORD-01040,2024-04-21,T-Shirt,Clothing,1,168.41,168.41,West,Completed,CUST-0440
ORD-01041,2025-04-23,Gloves,Sports,4,57.14,228.56,South,Completed,CUST-0465
ORD-01042,2024-10-29,Tablet,Electronics,5,1209.4,6047.02,East,Cancelled,CUST-0203
ORD-01043,2024-01-13,Smartwatch,Electronics,5,447.69,2238.46,North,Completed,CUST-0292
ORD-01044,2025-01-02,Table,Home,1,28.29,28.29,West,Cancelled,CUST-0112
ORD-01045,2025-03-27,Bike,Sports,1,169.92,169.92,South,Completed,CUST-0393
ORD-01046,2024-02-20,Table,Home,5,322.56,1612.81,South,Completed,CUST-0336
ORD-01047,2024-03-03,Phone,Electronics,2,1042.44,2084.88,East,Completed,CUST-0009
ORD-01048,2024-04-25,Pillow,Home,4,187.87,751.48,North,Completed,CUST-0105
ORD-01049,2024-05-26,Pillow,Home,3,219.67,659.0,North,Completed,CUST-0311
ORD-01050,2024-02-01,Table,Home,3,199.86,599.59,South,Completed,CUST-0023
ORD-01051,2025-06-04,Chair,Home,5,312.34,1561.69,East,Completed,CUST-0194
ORD-01052,2024-08-17,Camera,Electronics,1,1103.08,1103.08,West,Cancelled,CUST-0376
ORD-01053,2024-10-02,Smartwatch,Electronics,3,1207.4,3622.19,South,Cancelled,CUST-0151
ORD-01054,2024-09-03,Jacket,Clothing,1,157.01,157.01,West,Pending,CUST-0186
ORD-01055,2025-04-04,Tablet,Electronics,2,862.66,1725.33,West,Completed,CUST-0292
ORD-01056,2024-09-23,Shoes,Clothing,5,183.21,916.07,East,Completed,CUST-0161
ORD-01057,2024-07-03,Laptop,Electronics,2,642.33,1284.66,West,Completed,CUST-0086
ORD-01058,2024-02-04,Headphones,Electronics,2,431.9,863.79,West,Completed,CUST-0354
ORD-01059,2024-05-10,T-Shirt,Clothing,3,175.37,526.12,West,Cancelled,CUST-0124
ORD-01060,2024-02-16,Lamp,Home,1,181.59,181.59,North,Completed,CUST-0487
ORD-01061,2024-07-06,Gloves,Sports,2,229.72,459.44,North,Completed,CUST-0459
ORD-01062,2025-06-04,Smartwatch,Electronics,2,909.92,1819.84,East,Completed,CUST-0119
ORD-01063,2024-10-19,Rug,Home,4,450.7,1802.82,East,Pending,CUST-0164
ORD-01064,2025-06-15,Jeans,Clothing,4,189.83,759.34,East,Cancelled,CUST-0451
ORD-01065,2024-06-22,Lamp,Home,2,158.16,316.33,East,Completed,CUST-0311
ORD-01066,2024-01-29,Phone,Electronics,2,1016.33,2032.66,North,Cancelled,CUST-0276
ORD-01067,2025-03-12,T-Shirt,Clothing,5,167.14,835.72,West,Cancelled,CUST-0065
ORD-01068,2025-05-20,Ball,Sports,4,44.78,179.13,East,Completed,CUST-0443
ORD-01069,2024-03-17,Jacket,Clothing,2,36.55,73.09,East,Completed,CUST-0260
ORD-01070,2024-02-09,Table,Home,3,342.6,1027.8,West,Completed,CUST-0478
ORD-01071,2024-09-08,Chair,Home,1,441.24,441.24,South,Cancelled,CUST-0193
ORD-01072,2024-10-16,Hat,Clothing,4,101.97,407.89,South,Completed,CUST-0326
ORD-01073,2024-08-01,Smartwatch,Electronics,5,1292.88,6464.39,South,Completed,CUST-0215
ORD-01074,2024-11-03,Pillow,Home,2,326.1,652.21,South,Completed,CUST-0343
ORD-01075,2024-08-12,Gloves,Sports,1,149.48,149.48,North,Completed,CUST-0215
ORD-01076,2024-12-21,Ball,Sports,1,287.33,287.33,West,Completed,CUST-0397
ORD-01077,2025-02-22,Gloves,Sports,2,87.7,175.4,North,Cancelled,CUST-0396
ORD-01078,2024-02-25,Table,Home,3,408.33,1225.0,East,Pending,CUST-0373
ORD-01079,2024-07-30,Jacket,Clothing,2,23.44,46.88,North,Cancelled,CUST-0313
ORD-01080,2024-12-07,Chair,Home,1,366.67,366.67,East,Cancelled,CUST-0033
ORD-01081,2024-08-22,Smartwatch,Electronics,4,355.17,1420.69,East,Completed,CUST-0467
ORD-01082,2025-06-23,Table,Home,1,139.38,139.38,North,Cancelled,CUST-0204
ORD-01083,2024-02-04,Bike,Sports,2,234.0,468.0,East,Completed,CUST-0417
ORD-01084,2024-03-16,Weights,Sports,1,259.98,259.98,West,Completed,CUST-0008
ORD-01085,2024-11-27,T-Shirt,Clothing,3,161.63,484.9,West,Cancelled,CUST-0381
ORD-01086,2025-01-20,Tablet,Electronics,4,447.37,1789.49,East,Pending,CUST-0048
ORD-01087,2025-01-26,Dress,Clothing,2,104.42,208.84,North,Pending,CUST-0373
