date,ticker,company,sector,open,high,low,close,volume
2024-08-23,GOOGL,Google,Technology,169.38,169.84,168.86,169.18,36269818
2024-08-26,GOOGL,Google,Technology,171.07,171.49,170.87,172.2,50228796
2024-08-27,GOOGL,Google,Technology,176.44,178.35,174.38,177.3,61963833
2024-08-28,GOOGL,Google,Technology,173.49,175.6,172.63,174.03,65949699
2024-08-29,GOOGL,Google,Technology,165.91,169.89,165.34,166.59,6722581
2024-08-30,GOOGL,Google,Technology,162.74,163.64,162.58,163.05,63454190
2024-09-02,GOOGL,Google,Technology,167.79,168.37,165.05,165.33,77577597
2024-09-03,GOOGL,Google,Technology,162.72,163.42,161.54,163.8,66004159
2024-09-04,GOOGL,Google,Technology,161.86,162.13,159.75,162.85,94245097
2024-09-05,GOOGL,Google,Technology,162.39,162.56,161.02,162.4,65949737
2024-09-06,GOOGL,Google,Technology,161.34,162.13,159.21,164.06,49413777
2024-01-01,MSFT,Microsoft,Technology,352.02,353.23,346.41,355.98,35167158
2024-01-02,MSFT,Microsoft,Technology,349.48,353.42,343.55,351.05,89252396
2024-01-03,MSFT,Microsoft,Technology,346.47,346.72,344.31,344.41,52085874
2024-01-04,MSFT,Microsoft,Technology,343.54,347.0,342.03,344.13,85784604
2024-01-05,MSFT,Microsoft,Technology,346.11,346.2,341.35,342.82,23260891
2024-01-08,MSFT,Microsoft,Technology,349.23,350.59,348.3,350.68,65554186
2024-01-09,MSFT,Microsoft,Technology,355.53,363.58,350.07,354.95,38137852
2024-01-10,MSFT,Microsoft,Technology,355.63,357.71,355.35,353.17,39096347
2024-01-11,MSFT,Microsoft,Technology,365.7,365.78,363.0,363.84,22876075
2024-01-12,MSFT,Microsoft,Technology,364.87,364.88,364.79,365.24,60661832
2024-01-15,MSFT,Microsoft,Technology,375.72,376.67,368.19,376.62,55685194
2024-01-16,MSFT,Microsoft,Technology,374.78,380.18,371.61,375.94,47695356
2024-01-17,MSFT,Microsoft,Technology,366.3,369.29,364.61,367.6,68505952
2024-01-18,MSFT,Microsoft,Technology,367.92,370.84,366.43,365.72,24740281
2024-01-19,MSFT,Microsoft,Technology,359.91,363.95,358.23,357.87,46714378
2024-01-22,MSFT,Microsoft,Technology,370.02,372.22,369.61,370.4,96712290
2024-01-23,MSFT,Microsoft,Technology,367.9,368.1,367.64,364.46,50627732
2024-01-24,MSFT,Microsoft,Technology,357.6,358.14,357.48,356.78,81252358
2024-01-25,MSFT,Microsoft,Technology,361.6,363.37,357.73,360.26,53256423
2024-01-26,MSFT,Microsoft,Technology,356.59,359.12,353.12,355.04,53469517
2024-01-29,MSFT,Microsoft,Technology,354.29,357.23,349.58,353.58,48477208
2024-01-30,MSFT,Microsoft,Technology,353.19,354.71,350.64,351.53,60202785
2024-01-31,MSFT,Microsoft,Technology,359.27,361.35,355.38,360.05,29135498
2024-02-01,MSFT,Microsoft,Technology,362.87,365.85,361.45,362.63,39998804
2024-02-02,MSFT,Microsoft,Technology,363.65,365.59,360.23,364.0,98895767
2024-02-05,MSFT,Microsoft,Technology,373.14,373.46,369.86,374.46,97646820
2024-02-06,MSFT,Microsoft,Technology,373.08,376.85,367.08,372.99,75294530
2024-02-07,MSFT,Microsoft,Technology,378.33,380.5,371.01,375.15,77259574
2024-02-08,MSFT,Microsoft,Technology,389.09,393.32,383.67,390.7,34990451
2024-02-09,MSFT,Microsoft,Technology,383.93,387.99,383.12,382.42,70184098
2024-02-12,MSFT,Microsoft,Technology,390.05,392.89,382.67,393.89,47443697
2024-02-13,MSFT,Microsoft,Technology,383.91,388.38,382.36,384.79,23712789
2024-02-14,MSFT,Microsoft,Technology,387.44,387.87,381.84,384.88,72324521
2024-02-15,MSFT,Microsoft,Technology,392.12,395.33,391.68,393.28,68275656
2024-02-16,MSFT,Microsoft,Technology,393.41,398.56,385.33,393.87,40011153
2024-02-19,MSFT,Microsoft,Technology,402.51,404.64,401.46,400.63,13387935
2024-02-20,MSFT,Microsoft,Technology,413.12,417.43,409.31,411.97,73373262
2024-02-21,MSFT,Microsoft,Technology,412.91,422.11,405.66,412.72,71412364
2024-02-22,MSFT,Microsoft,Technology,422.18,422.6,420.9,420.41,72133289
2024-02-23,MSFT,Microsoft,Technology,418.15,422.68,416.07,418.83,31082617
2024-02-26,MSFT,Microsoft,Technology,397.19,402.76,390.26,397.6,24605181
2024-02-27,MSFT,Microsoft,Technology,399.55,406.36,398.28,398.81,78770754
2024-02-28,MSFT,Microsoft,Technology,404.41,405.16,394.44,404.57,34944823
2024-02-29,MSFT,Microsoft,Technology,400.82,406.37,394.46,400.45,109956894
2024-03-01,MSFT,Microsoft,Technology,404.65,407.18,397.7,402.33,55850471
2024-03-04,MSFT,Microsoft,Technology,407.57,413.94,404.27,408.56,60949161
2024-03-05,MSFT,Microsoft,Technology,406.56,409.03,405.92,409.09,30675106
2024-03-06,MSFT,Microsoft,Technology,407.41,407.43,407.24,404.14,81007368
2024-03-07,MSFT,Microsoft,Technology,409.93,412.56,409.21,410.42,44949278
2024-03-08,MSFT,Microsoft,Technology,409.75,412.39,407.87,404.72,73554810
2024-03-11,MSFT,Microsoft,Technology,413.8,417.6,412.59,411.61,41479235
2024-03-12,MSFT,Microsoft,Technology,413.36,416.35,412.08,411.57,70922850
2024-03-13,MSFT,Microsoft,Technology,424.26,430.84,421.72,426.71,15178428
2024-03-14,MSFT,Microsoft,Technology,426.4,427.63,426.06,426.44,2748852
2024-03-15,MSFT,Microsoft,Technology,432.42,434.45,431.84,433.1,90457832
2024-03-18,MSFT,Microsoft,Technology,433.4,434.4,427.69,430.24,46237167
2024-03-19,MSFT,Microsoft,Technology,452.08,452.57,451.14,449.01,69361189
2024-03-20,MSFT,Microsoft,Technology,457.6,463.39,450.88,459.44,32581835
2024-03-21,MSFT,Microsoft,Technology,455.18,459.84,448.17,457.96,19205934
2024-03-22,MSFT,Microsoft,Technology,446.67,449.28,438.64,444.96,48945422
2024-03-25,MSFT,Microsoft,Technology,439.68,443.36,434.85,438.99,60495855
2024-03-26,MSFT,Microsoft,Technology,450.72,452.4,450.71,453.06,61396755
2024-03-27,MSFT,Microsoft,Technology,460.53,464.9,460.5,458.38,82172627
2024-03-28,MSFT,Microsoft,Technology,454.38,455.82,451.63,457.33,48651861
2024-03-29,MSFT,Microsoft,Technology,459.51,460.86,458.61,462.49,63495770
2024-04-01,MSFT,Microsoft,Technology,447.23,455.71,445.94,446.67,58913678
2024-04-02,MSFT,Microsoft,Technology,445.87,446.25,437.83,447.28,59011761
2024-04-03,MSFT,Microsoft,Technology,469.23,469.51,468.76,463.63,40397263
2024-04-04,MSFT,Microsoft,Technology,468.82,476.97,459.5,466.6,71877757
2024-04-05,MSFT,Microsoft,Technology,470.24,471.97,466.97,467.62,47768436
2024-04-08,MSFT,Microsoft,Technology,467.58,471.96,466.17,466.14,69910067
2024-04-09,MSFT,Microsoft,Technology,464.45,466.28,463.38,460.95,37106421
2024-04-10,MSFT,Microsoft,Technology,455.63,460.44,447.63,454.39,51866291
2024-04-11,MSFT,Microsoft,Technology,447.43,451.53,437.89,444.17,62927172
2024-04-12,MSFT,Microsoft,Technology,434.54,440.26,430.23,433.5,52426933
2024-04-15,MSFT,Microsoft,Technology,433.26,440.35,433.26,435.86,34359611
2024-04-16,MSFT,Microsoft,Technology,427.29,429.19,420.15,429.12,18808283
2024-04-17,MSFT,Microsoft,Technology,431.2,432.61,425.35,430.88,25632529
2024-04-18,MSFT,Microsoft,Technology,423.16,425.92,418.41,422.64,49444931
2024-04-19,MSFT,Microsoft,Technology,430.06,432.35,426.11,427.54,40191054
2024-04-22,MSFT,Microsoft,Technology,427.34,431.47,422.85,423.7,33212171
2024-04-23,MSFT,Microsoft,Technology,424.39,424.98,419.24,422.73,53515660
2024-04-24,MSFT,Microsoft,Technology,438.93,441.91,436.02,440.36,65929096
2024-04-25,MSFT,Microsoft,Technology,437.9,440.44,437.29,436.65,60317750
2024-04-26,MSFT,Microsoft,Technology,441.89,442.54,435.81,442.59,1000
2024-04-29,MSFT,Microsoft,Technology,436.44,440.44,428.04,437.11,57570920
2024-04-30,MSFT,Microsoft,Technology,441.5,444.03,437.42,439.55,52510872
2024-05-01,MSFT,Microsoft,Technology,441.86,445.7,441.3,443.22,61058222
2024-05-02,MSFT,Microsoft,Technology,447.33,451.0,445.33,445.22,63386961
2024-05-03,MSFT,Microsoft,Technology,452.97,453.06,447.98,452.52,63194898
2024-05-06,MSFT,Microsoft,Technology,462.35,464.59,457.12,460.85,39028737
2024-05-07,MSFT,Microsoft,Technology,454.55,460.48,451.55,459.83,25147959
2024-05-08,MSFT,Microsoft,Technology,474.34,477.26,465.51,473.46,66952667
2024-05-09,MSFT,Microsoft,Technology,469.48,473.49,463.25,467.8,21952893
2024-05-10,MSFT,Microsoft,Technology,469.61,474.64,469.59,468.34,72335123
2024-05-13,MSFT,Microsoft,Technology,468.98,473.34,467.4,469.32,59809284
2024-05-14,MSFT,Microsoft,Technology,460.13,464.15,453.57,460.01,73845724
2024-05-15,MSFT,Microsoft,Technology,455.78,462.59,447.61,458.19,42157823
2024-05-16,MSFT,Microsoft,Technology,454.64,457.29,451.92,453.51,83921274
2024-05-17,MSFT,Microsoft,Technology,444.78,448.3,440.65,445.62,43551854
2024-05-20,MSFT,Microsoft,Technology,454.84,455.9,449.47,457.34,60375447
2024-05-21,MSFT,Microsoft,Technology,439.17,446.84,436.76,439.25,79168515
2024-05-22,MSFT,Microsoft,Technology,455.1,458.84,452.69,458.83,24801824
2024-05-23,MSFT,Microsoft,Technology,461.27,467.88,455.04,456.67,47794156
2024-05-24,MSFT,Microsoft,Technology,464.81,467.38,459.9,465.79,43873955
2024-05-27,MSFT,Microsoft,Technology,468.16,469.53,459.85,465.85,33005637
2024-05-28,MSFT,Microsoft,Technology,455.27,462.54,454.74,457.2,30495129
2024-05-29,MSFT,Microsoft,Technology,440.87,441.64,436.35,441.41,52206179
2024-05-30,MSFT,Microsoft,Technology,434.14,437.03,432.56,429.07,84685927
2024-05-31,MSFT,Microsoft,Technology,419.52,422.59,415.45,422.83,42336485
2024-06-03,MSFT,Microsoft,Technology,414.44,416.89,413.6,414.19,42235569
2024-06-04,MSFT,Microsoft,Technology,420.83,423.11,417.97,419.87,75276503
2024-06-05,MSFT,Microsoft,Technology,414.48,415.05,410.37,418.46,12547083
2024-06-06,MSFT,Microsoft,Technology,421.36,424.04,420.86,421.14,56022214
2024-06-07,MSFT,Microsoft,Technology,421.51,422.22,416.03,421.38,42405122
2024-06-10,MSFT,Microsoft,Technology,415.6,416.16,414.33,413.11,9020976
2024-06-11,MSFT,Microsoft,Technology,402.52,405.35,399.4,407.13,52400887
2024-06-12,MSFT,Microsoft,Technology,403.37,403.64,402.52,401.82,33593340
2024-06-13,MSFT,Microsoft,Technology,412.25,415.24,411.92,410.44,67777771
2024-06-14,MSFT,Microsoft,Technology,394.57,400.05,388.79,395.02,21653152
2024-06-17,MSFT,Microsoft,Technology,387.6,387.84,387.42,385.66,70123095
2024-06-18,MSFT,Microsoft,Technology,391.19,393.96,390.77,393.45,39056010
2024-06-19,MSFT,Microsoft,Technology,398.47,401.26,391.33,397.69,75147484
2024-06-20,MSFT,Microsoft,Technology,400.96,403.31,399.06,404.34,57045787
2024-06-21,MSFT,Microsoft,Technology,401.23,403.33,400.78,402.27,72175441
2024-06-24,MSFT,Microsoft,Technology,403.02,404.29,402.43,401.95,41411647
2024-06-25,MSFT,Microsoft,Technology,402.95,410.86,399.53,400.85,30354965
2024-06-26,MSFT,Microsoft,Technology,406.89,409.99,402.88,404.13,18440692
2024-06-27,MSFT,Microsoft,Technology,390.15,390.37,388.46,391.03,29073332
2024-06-28,MSFT,Microsoft,Technology,406.37,413.4,403.32,404.7,28293777
2024-07-01,MSFT,Microsoft,Technology,415.33,416.55,411.04,416.67,67520948
2024-07-02,MSFT,Microsoft,Technology,422.93,427.37,419.73,421.15,54063108
2024-07-03,MSFT,Microsoft,Technology,421.57,423.14,420.95,421.8,62274453
2024-07-04,MSFT,Microsoft,Technology,418.45,420.96,417.47,422.01,66701440
2024-07-05,MSFT,Microsoft,Technology,414.39,422.25,413.74,414.55,32541733
2024-07-08,MSFT,Microsoft,Technology,415.19,415.71,412.08,417.82,17853701
2024-07-09,MSFT,Microsoft,Technology,410.25,412.38,409.65,410.9,61458493
2024-07-10,MSFT,Microsoft,Technology,395.98,397.5,395.12,398.4,68401490
2024-07-11,MSFT,Microsoft,Technology,408.7,409.48,405.61,411.39,33585541
2024-07-12,MSFT,Microsoft,Technology,423.98,428.1,422.86,423.98,32463798
2024-07-15,MSFT,Microsoft,Technology,421.85,422.16,415.5,426.02,19068991
2024-07-16,MSFT,Microsoft,Technology,413.11,415.11,408.81,414.7,91750977
2024-07-17,MSFT,Microsoft,Technology,418.72,425.18,418.58,414.9,53322178
2024-07-18,MSFT,Microsoft,Technology,409.71,411.14,407.27,409.42,68085217
2024-07-19,MSFT,Microsoft,Technology,409.09,413.36,399.95,410.34,37723870
2024-07-22,MSFT,Microsoft,Technology,405.07,407.93,402.01,405.4,24840433
2024-07-23,MSFT,Microsoft,Technology,402.2,406.38,398.93,403.14,52873472
2024-07-24,MSFT,Microsoft,Technology,391.78,392.93,385.71,390.12,57961336
2024-07-25,MSFT,Microsoft,Technology,395.38,401.87,388.63,394.58,70738571
2024-07-26,MSFT,Microsoft,Technology,410.12,413.28,408.75,410.85,38660258
2024-07-29,MSFT,Microsoft,Technology,415.68,418.16,412.49,415.83,101491060
2024-07-30,MSFT,Microsoft,Technology,400.77,402.68,400.59,394.56,41815069
2024-07-31,MSFT,Microsoft,Technology,391.64,395.21,387.07,389.98,78551907
2024-08-01,MSFT,Microsoft,Technology,399.94,401.86,396.29,401.13,94379069
2024-08-02,MSFT,Microsoft,Technology,416.11,420.52,415.72,416.07,63933404
2024-08-05,MSFT,Microsoft,Technology,411.73,415.47,409.99,413.3,47874746
2024-08-06,MSFT,Microsoft,Technology,412.84,413.26,406.94,413.47,94839469
2024-08-07,MSFT,Microsoft,Technology,415.87,416.25,412.01,414.41,74655252
2024-08-08,MSFT,Microsoft,Technology,419.22,421.58,417.31,418.71,38794801
2024-08-09,MSFT,Microsoft,Technology,421.18,423.31,420.18,421.81,37454644
2024-08-12,MSFT,Microsoft,Technology,428.09,435.69,426.44,428.4,52300853
2024-08-13,MSFT,Microsoft,Technology,423.7,425.68,422.43,424.07,84581501
2024-08-14,MSFT,Microsoft,Technology,414.92,420.25,410.58,415.36,101488496
2024-08-15,MSFT,Microsoft,Technology,419.78,422.93,417.26,423.06,101452368
2024-08-16,MSFT,Microsoft,Technology,410.42,418.74,402.43,409.98,32357883
2024-08-19,MSFT,Microsoft,Technology,410.17,412.27,404.37,406.92,31963794
2024-08-20,MSFT,Microsoft,Technology,411.46,412.76,406.55,413.22,42945480
2024-08-21,MSFT,Microsoft,Technology,441.08,442.49,436.09,441.88,23009795
2024-08-22,MSFT,Microsoft,Technology,464.55,468.51,460.54,459.29,49373577
2024-08-23,MSFT,Microsoft,Technology,480.44,483.4,477.56,479.47,30339444
2024-08-26,MSFT,Microsoft,Technology,480.54,480.97,473.87,481.15,44295837
2024-08-27,MSFT,Microsoft,Technology,490.56,494.59,484.32,493.68,30040814
2024-08-28,MSFT,Microsoft,Technology,482.34,483.14,478.76,479.52,81904007
2024-08-29,MSFT,Microsoft,Technology,488.36,489.62,483.78,486.46,14284275
2024-08-30,MSFT,Microsoft,Technology,494.13,504.72,490.77,495.26,67035396
2024-09-02,MSFT,Microsoft,Technology,484.12,486.9,481.08,481.91,59704859
2024-09-03,MSFT,Microsoft,Technology,469.69,471.57,468.42,473.04,27999554
2024-09-04,MSFT,Microsoft,Technology,474.97,478.01,474.34,473.41,43007248
2024-09-05,MSFT,Microsoft,Technology,462.91,470.11,458.15,464.61,47159133
2024-09-06,MSFT,Microsoft,Technology,468.68,472.33,467.17,466.39,47383375
2024-01-01,AMZN,Amazon,Consumer,146.84,148.03,145.83,145.91,35370949
2024-01-02,AMZN,Amazon,Consumer,146.94,147.05,144.51,145.21,33200889
2024-01-03,AMZN,Amazon,Consumer,150.89,151.62,148.93,149.15,96739979
2024-01-04,AMZN,Amazon,Consumer,145.72,147.6,144.16,144.54,34845612
2024-01-05,AMZN,Amazon,Consumer,142.11,144.63,141.02,141.12,68652581
2024-01-08,AMZN,Amazon,Consumer,144.22,144.76,143.92,143.72,42061630
2024-01-09,AMZN,Amazon,Consumer,148.98,152.25,148.68,149.61,78926783
2024-01-10,AMZN,Amazon,Consumer,146.38,147.1,146.18,146.16,38574465
2024-01-11,AMZN,Amazon,Consumer,142.72,143.09,142.03,142.84,22872586
2024-01-12,AMZN,Amazon,Consumer,141.0,142.87,140.58,140.02,56174510
2024-01-15,AMZN,Amazon,Consumer,137.19,138.78,135.47,138.06,66200822
2024-01-16,AMZN,Amazon,Consumer,142.63,144.02,142.39,143.32,78029574
2024-01-17,AMZN,Amazon,Consumer,142.9,143.05,141.83,142.58,71626359
2024-01-18,AMZN,Amazon,Consumer,144.55,145.52,144.08,143.64,63083471
2024-01-19,AMZN,Amazon,Consumer,142.99,144.97,142.95,142.71,51910880
2024-01-22,AMZN,Amazon,Consumer,142.75,143.65,142.66,143.41,69341582
2024-01-23,AMZN,Amazon,Consumer,141.24,141.65,140.79,141.17,39006431
2024-01-24,AMZN,Amazon,Consumer,141.83,142.44,140.96,141.16,38529724
2024-01-25,AMZN,Amazon,Consumer,140.08,141.15,138.18,140.16,36067236
2024-01-26,AMZN,Amazon,Consumer,140.24,141.7,139.1,140.22,83235378
2024-01-29,AMZN,Amazon,Consumer,142.98,143.4,140.98,143.26,92284625
2024-01-30,AMZN,Amazon,Consumer,147.8,150.47,146.73,147.7,34843882
2024-01-31,AMZN,Amazon,Consumer,149.1,152.02,147.66,148.9,37687127
2024-02-01,AMZN,Amazon,Consumer,150.08,150.46,148.38,150.23,40906801
2024-02-02,AMZN,Amazon,Consumer,146.12,146.57,144.33,145.75,31685647
2024-02-05,AMZN,Amazon,Consumer,146.73,149.17,143.76,145.94,82024204
2024-02-06,AMZN,Amazon,Consumer,150.75,151.44,149.4,149.26,22922877
2024-02-07,AMZN,Amazon,Consumer,150.16,152.49,149.48,151.32,43484686
2024-02-08,AMZN,Amazon,Consumer,149.13,149.85,148.92,149.07,59414909
2024-02-09,AMZN,Amazon,Consumer,148.86,150.29,147.44,148.41,46900677
2024-02-12,AMZN,Amazon,Consumer,147.81,149.57,146.26,147.12,74998096
2024-02-13,AMZN,Amazon,Consumer,151.72,152.8,150.77,151.54,46686402
2024-02-14,AMZN,Amazon,Consumer,152.97,153.9,151.58,152.61,63048520
2024-02-15,AMZN,Amazon,Consumer,155.21,158.52,154.6,156.8,59149782
2024-02-16,AMZN,Amazon,Consumer,154.65,154.66,154.64,154.29,41651232
2024-02-19,AMZN,Amazon,Consumer,155.3,156.8,150.97,155.59,13135255
2024-02-20,AMZN,Amazon,Consumer,150.52,151.08,150.35,150.23,49308361
2024-02-21,AMZN,Amazon,Consumer,153.12,156.24,152.98,152.31,50536489
2024-02-22,AMZN,Amazon,Consumer,153.33,153.6,152.32,153.06,74301311
2024-02-23,AMZN,Amazon,Consumer,156.84,158.15,153.33,158.34,60119979
2024-02-26,AMZN,Amazon,Consumer,156.03,158.32,155.37,155.54,60165197
2024-02-27,AMZN,Amazon,Consumer,154.59,156.64,153.57,154.71,67381615
2024-02-28,AMZN,Amazon,Consumer,153.14,154.84,152.23,152.69,49864654
2024-02-29,AMZN,Amazon,Consumer,160.11,161.21,159.72,160.12,34815276
2024-03-01,AMZN,Amazon,Consumer,156.71,157.25,156.5,156.32,24534844
2024-03-04,AMZN,Amazon,Consumer,146.52,147.38,145.34,145.36,29775602
2024-03-05,AMZN,Amazon,Consumer,144.8,146.26,143.79,145.65,78622914
2024-03-06,AMZN,Amazon,Consumer,145.11,145.56,144.36,143.51,14229727
2024-03-07,AMZN,Amazon,Consumer,145.48,147.81,143.69,146.3,42260746
2024-03-08,AMZN,Amazon,Consumer,148.62,149.28,148.19,148.87,44421343
2024-03-11,AMZN,Amazon,Consumer,151.82,154.2,151.77,152.07,71099487
2024-03-12,AMZN,Amazon,Consumer,154.79,157.95,154.16,154.37,34370159
2024-03-13,AMZN,Amazon,Consumer,155.33,155.74,155.1,154.13,56794225
2024-03-14,AMZN,Amazon,Consumer,156.43,156.99,152.63,155.25,60222494
2024-03-15,AMZN,Amazon,Consumer,152.08,152.63,151.89,152.39,68448704
2024-03-18,AMZN,Amazon,Consumer,149.21,150.84,148.5,149.48,39072192
2024-03-19,AMZN,Amazon,Consumer,148.37,149.11,145.84,148.76,40164128
2024-03-20,AMZN,Amazon,Consumer,145.68,145.86,145.4,145.0,33414353
2024-03-21,AMZN,Amazon,Consumer,147.75,148.28,145.97,146.3,47361083
2024-03-22,AMZN,Amazon,Consumer,144.83,146.79,143.41,143.72,70757196
2024-03-25,AMZN,Amazon,Consumer,143.46,144.73,143.05,142.03,30546376
2024-03-26,AMZN,Amazon,Consumer,145.92,147.07,145.25,146.65,47725130
2024-03-27,AMZN,Amazon,Consumer,149.37,149.68,146.97,148.76,35305636
2024-03-28,AMZN,Amazon,Consumer,150.31,153.18,148.85,149.7,65352029
2024-03-29,AMZN,Amazon,Consumer,150.94,151.69,150.35,152.11,61106514
2024-04-01,AMZN,Amazon,Consumer,151.21,151.85,150.33,151.67,11121935
2024-04-02,AMZN,Amazon,Consumer,147.24,148.03,146.82,147.85,61642528
2024-04-03,AMZN,Amazon,Consumer,150.67,151.89,149.08,149.81,40885458
2024-04-04,AMZN,Amazon,Consumer,147.03,147.31,146.74,146.58,31505682
2024-04-05,AMZN,Amazon,Consumer,147.15,148.03,146.92,146.03,11879026
2024-04-08,AMZN,Amazon,Consumer,148.33,150.66,147.38,148.02,9842354
2024-04-09,AMZN,Amazon,Consumer,147.21,147.51,147.0,146.71,55971963
2024-04-10,AMZN,Amazon,Consumer,143.0,143.04,142.34,141.8,75724063
2024-04-11,AMZN,Amazon,Consumer,142.28,142.54,141.14,142.86,64537839
2024-04-12,AMZN,Amazon,Consumer,140.64,141.16,140.4,140.48,30309133
2024-04-15,AMZN,Amazon,Consumer,139.44,139.48,138.89,138.73,47792989
2024-04-16,AMZN,Amazon,Consumer,137.97,138.21,136.44,137.0,45926147
2024-04-17,AMZN,Amazon,Consumer,144.82,144.98,143.77,144.87,49416221
2024-04-18,AMZN,Amazon,Consumer,143.65,144.19,142.77,143.85,33512581
2024-04-19,AMZN,Amazon,Consumer,145.94,147.0,145.53,145.72,56306298
2024-04-22,AMZN,Amazon,Consumer,144.54,145.1,141.44,145.19,10935295
2024-04-23,AMZN,Amazon,Consumer,149.95,150.17,149.06,149.25,67313636
2024-04-24,AMZN,Amazon,Consumer,150.97,151.93,150.72,150.86,53847510
2024-04-25,AMZN,Amazon,Consumer,153.96,154.19,153.23,153.34,74327427
2024-04-26,AMZN,Amazon,Consumer,153.26,154.4,153.04,154.02,60927121
2024-04-29,AMZN,Amazon,Consumer,155.02,155.22,153.0,155.99,43083046
2024-04-30,AMZN,Amazon,Consumer,152.64,152.82,152.58,151.5,41814772
2024-05-01,AMZN,Amazon,Consumer,151.17,152.08,149.26,151.7,45424772
2024-05-02,AMZN,Amazon,Consumer,153.55,154.49,153.16,154.33,58247205
2024-05-03,AMZN,Amazon,Consumer,153.29,153.32,151.09,153.81,57029915
2024-05-06,AMZN,Amazon,Consumer,151.98,152.6,150.51,151.44,36592188
2024-05-07,AMZN,Amazon,Consumer,152.96,153.14,151.62,152.09,33865419
2024-05-08,AMZN,Amazon,Consumer,149.59,149.9,149.41,150.0,24129077
2024-05-09,AMZN,Amazon,Consumer,151.24,152.93,151.22,150.69,55683871
2024-05-10,AMZN,Amazon,Consumer,155.75,156.01,155.43,155.47,36501742
2024-05-13,AMZN,Amazon,Consumer,162.26,163.35,160.04,163.0,51759195
2024-05-14,AMZN,Amazon,Consumer,155.79,156.49,155.13,155.89,65598460
2024-05-15,AMZN,Amazon,Consumer,157.11,157.22,156.43,159.31,49651272
2024-05-16,AMZN,Amazon,Consumer,159.18,159.85,156.93,159.54,53867681
2024-05-17,AMZN,Amazon,Consumer,156.56,157.08,155.63,156.98,85288734
2024-05-20,AMZN,Amazon,Consumer,158.95,159.49,157.5,158.86,60636558
2024-05-21,AMZN,Amazon,Consumer,154.87,155.14,154.64,153.9,59741253
2024-05-22,AMZN,Amazon,Consumer,150.62,151.92,148.86,150.93,35808366
2024-05-23,AMZN,Amazon,Consumer,149.61,149.96,149.19,149.09,73045185
2024-05-24,AMZN,Amazon,Consumer,149.51,149.9,148.68,149.86,67886678
2024-05-27,AMZN,Amazon,Consumer,147.75,149.44,146.78,148.7,84371381
2024-05-28,AMZN,Amazon,Consumer,147.23,147.96,146.62,148.78,49530980
2024-05-29,AMZN,Amazon,Consumer,149.14,149.21,148.18,149.09,61943353
2024-05-30,AMZN,Amazon,Consumer,153.03,153.96,148.73,154.28,82940077
2024-05-31,AMZN,Amazon,Consumer,147.16,147.62,146.61,147.98,61874252
2024-06-03,AMZN,Amazon,Consumer,149.07,149.82,148.51,149.2,25932647
2024-06-04,AMZN,Amazon,Consumer,149.85,151.31,149.49,150.54,30056776
2024-06-05,AMZN,Amazon,Consumer,144.93,147.77,143.8,145.18,49486183
2024-06-06,AMZN,Amazon,Consumer,145.28,145.84,145.03,144.95,55697192
2024-06-07,AMZN,Amazon,Consumer,142.18,143.46,141.9,142.21,72816867
2024-06-10,AMZN,Amazon,Consumer,147.8,148.29,147.53,147.68,76088597
2024-06-11,AMZN,Amazon,Consumer,150.19,152.24,148.83,149.92,22630758
2024-06-12,AMZN,Amazon,Consumer,146.41,147.66,146.06,146.55,28934402
2024-06-13,AMZN,Amazon,Consumer,151.5,153.48,150.89,151.77,23818653
2024-06-14,AMZN,Amazon,Consumer,153.58,154.54,152.05,153.07,23803250
2024-06-17,AMZN,Amazon,Consumer,150.67,151.77,149.93,149.89,32685939
2024-06-18,AMZN,Amazon,Consumer,152.17,152.31,151.49,152.57,40454630
2024-06-19,AMZN,Amazon,Consumer,151.68,153.93,151.57,151.4,51141396
2024-06-20,AMZN,Amazon,Consumer,157.6,161.48,155.78,158.81,30323346
2024-06-21,AMZN,Amazon,Consumer,157.44,160.64,154.8,156.71,43442810
2024-06-24,AMZN,Amazon,Consumer,154.36,155.94,153.99,154.46,77599589
2024-06-25,AMZN,Amazon,Consumer,155.15,156.44,151.75,156.04,58916044
2024-06-26,AMZN,Amazon,Consumer,155.69,157.25,153.39,155.86,57357697
2024-06-27,AMZN,Amazon,Consumer,155.06,156.54,154.27,155.39,33284477
2024-06-28,AMZN,Amazon,Consumer,153.05,153.31,152.85,151.58,58581117
2024-07-01,AMZN,Amazon,Consumer,151.77,152.81,147.44,151.33,49388303
2024-07-02,AMZN,Amazon,Consumer,150.54,151.47,149.92,151.05,58834768
2024-07-03,AMZN,Amazon,Consumer,150.88,153.48,150.57,150.2,1978501
2024-07-04,AMZN,Amazon,Consumer,155.94,156.22,154.34,155.27,42114446
2024-07-05,AMZN,Amazon,Consumer,156.62,158.33,156.09,156.6,90260449
2024-07-08,AMZN,Amazon,Consumer,162.5,162.96,161.06,162.28,60178354
2024-07-09,AMZN,Amazon,Consumer,164.43,164.89,162.95,163.78,82232563
2024-07-10,AMZN,Amazon,Consumer,163.74,165.86,163.17,163.48,44725619
2024-07-11,AMZN,Amazon,Consumer,161.01,161.08,160.55,159.67,60267807
2024-07-12,AMZN,Amazon,Consumer,161.83,163.72,160.6,161.31,18756037
2024-07-15,AMZN,Amazon,Consumer,164.87,164.95,163.35,164.37,79924009
2024-07-16,AMZN,Amazon,Consumer,166.56,169.41,163.64,166.45,43937520
